,change_2
87093,0.03
87094,-1.15
87095,-0.73
87096,-0.5
87097,-0.81
87098,0.47
87099,1.1
87100,0.48
87101,-1.02
87102,0.54
87103,1.82
87104,0.15
87105,0.52
87106,0.62
87107,0.73
87108,-0.02
87109,-0.55
87110,-0.13
87111,0.07
87112,0.04
87113,-0.36
87114,-0.33
87115,0.28
87116,0.81
87117,0.82
87118,0.53
87119,-0.05
87120,-0.32
87121,-0.39
87122,-0.13
87123,0.37
87124,0.56
87125,-0.05
87126,-0.51
87127,-0.22
87128,0.05
87129,0.03
87130,-0.68
87131,-1.2
87132,-0.34
87133,-0.27
87134,0.21
87135,1.08
87136,0.11
87137,-0.32
87138,-0.0
87139,0.79
87140,0.88
87141,0.24
87142,-0.01
87143,0.07
87144,0.37
87145,0.86
87146,0.35
87147,0.17
87148,0.85
87149,0.38
87150,-0.34
87151,-0.07
87152,0.21
87153,-0.16
87154,-0.45
87155,-0.71
87156,-0.64
87157,0.21
87158,0.66
87159,-0.01
87160,-0.41
87161,-0.37
87162,0.19
87163,0.37
87164,-0.16
87165,-0.39
87166,-0.32
87167,-0.28
87168,-0.29
87169,-0.35
87170,-0.5
87171,-0.13
87172,0.27
87173,-0.03
87174,-0.58
87175,-0.22
87176,0.52
87177,-0.24
87178,-0.7
87179,-0.14
87180,0.19
87181,0.47
87182,-0.01
87183,-0.58
87184,-0.73
87185,-0.2
87186,0.5
87187,-0.28
87188,-0.16
87189,0.22
87190,-0.45
87191,-0.41
87192,0.34
87193,1.09
87194,0.45
87195,0.19
87196,0.55
87197,0.37
87198,0.31
87199,-0.08
87200,-0.39
87201,-0.72
87202,-0.45
87203,-0.35
87204,-0.35
87205,0.03
87206,-0.45
87207,-0.22
87208,0.31
87209,0.42
87210,0.66
87211,0.1
87212,-0.64
87213,-0.25
87214,-0.09
87215,-0.12
87216,0.01
87217,-0.07
87218,0.05
87219,0.46
87220,0.49
87221,-0.23
87222,0.09
87223,0.81
87224,0.66
87225,0.15
87226,-0.34
87227,-0.44
87228,-0.01
87229,0.14
87230,-0.01
87231,0.2
87232,0.28
87233,0.26
87234,0.29
87235,0.16
87236,-0.04
87237,-0.4
87238,-0.32
87239,0.03
87240,0.05
87241,-0.24
87242,-0.33
87243,-0.1
87244,-0.4
87245,-0.18
87246,-0.31
87247,-0.57
87248,0.1
87249,0.06
87250,-0.31
87251,0.05
87252,0.06
87253,-0.62
87254,-0.9
87255,-0.62
87256,-0.49
87257,-0.46
87258,0.2
87259,-0.13
87260,-0.58
87261,-0.45
87262,-0.47
87263,-0.34
87264,0.26
87265,-0.07
87266,-1.01
87267,-0.02
87268,-0.2
87269,-0.48
87270,0.36
87271,0.76
87272,0.66
87273,-0.43
87274,-0.81
87275,-0.35
87276,0.01
87277,-0.36
87278,-0.85
87279,-0.52
87280,-0.47
87281,0.82
87282,0.9
87283,0.11
87284,1.22
87285,0.7
87286,0.05
87287,-0.08
87288,-0.51
87289,0.12
87290,0.93
87291,0.4
87292,-0.66
87293,-0.87
87294,-0.64
87295,-0.74
87296,-0.57
87297,0.94
87298,0.73
87299,-0.82
87300,-0.64
87301,0.47
87302,0.54
87303,-0.27
87304,-0.76
87305,-0.65
87306,-1.32
87307,-1.16
87308,-0.44
87309,-0.66
87310,-0.93
87311,0.68
87312,1.26
87313,-0.19
87314,-0.04
87315,-0.17
87316,-0.66
87317,-1.11
87318,-1.02
87319,-1.07
87320,-1.32
87321,-0.96
87322,-1.6
87323,1.48
87324,3.93
87325,1.48
87326,0.92
87327,1.62
87328,1.3
87329,-0.65
87330,-0.12
87331,1.48
87332,0.55
87333,-0.96
87334,-1.23
87335,0.23
87336,1.07
87337,0.56
87338,0.61
87339,0.82
87340,0.36
87341,-0.47
87342,-0.33
87343,0.93
87344,0.5
87345,-0.61
87346,-0.02
87347,-0.62
87348,-1.38
87349,-0.32
87350,0.61
87351,-0.16
87352,-0.33
87353,-0.26
87354,-0.1
87355,0.56
87356,-0.44
87357,-0.51
87358,0.54
87359,0.6
87360,0.24
87361,0.18
87362,-0.16
87363,-0.34
87364,-0.14
87365,0.1
87366,0.13
87367,-0.24
87368,-0.32
87369,0.27
87370,0.55
87371,2.04
87372,2.11
87373,-0.2
87374,-0.73
87375,-0.58
87376,-0.31
87377,-0.07
87378,-0.03
87379,0.01
87380,0.07
87381,-0.24
87382,-0.36
87383,-0.11
87384,-0.15
87385,-0.61
87386,-0.85
87387,-0.79
87388,-0.64
87389,-0.05
87390,0.35
87391,-0.33
87392,-0.52
87393,-0.81
87394,-1.15
87395,-0.16
87396,0.66
87397,0.33
87398,-0.58
87399,0.03
87400,0.37
87401,0.36
87402,0.49
87403,0.14
87404,0.33
87405,0.28
87406,0.03
87407,0.09
87408,0.23
87409,-0.29
87410,-0.08
87411,0.4
87412,-0.07
87413,0.11
87414,0.01
87415,-0.14
87416,0.38
87417,0.14
87418,-0.05
87419,0.08
87420,-0.14
87421,-0.03
87422,-0.1
87423,0.04
87424,0.72
87425,0.77
87426,0.53
87427,0.11
87428,-0.06
87429,0.34
87430,0.38
87431,5.34
87432,5.09
87433,-0.25
87434,-0.16
87435,-0.06
87436,0.01
87437,-0.32
87438,0.0
87439,0.44
87440,0.18
87441,-0.09
87442,-0.41
87443,-0.26
87444,-0.29
87445,-0.22
87446,-0.09
87447,-0.21
87448,-0.27
87449,-0.04
87450,0.17
87451,0.07
87452,0.25
87453,0.01
87454,-0.37
87455,-0.66
87456,-0.02
87457,0.31
87458,0.04
87459,0.25
87460,-0.07
87461,0.19
87462,0.24
87463,-0.07
87464,0.04
87465,-0.07
87466,-0.45
87467,-0.43
87468,0.09
87469,0.11
87470,-0.1
87471,0.16
87472,0.21
87473,0.09
87474,0.21
87475,0.18
87476,-0.05
87477,-0.12
87478,-0.11
87479,0.05
87480,0.09
87481,-0.12
87482,0.02
87483,0.05
87484,-0.41
87485,-0.25
87486,0.15
87487,-0.31
87488,-0.42
87489,-0.21
87490,-0.16
87491,0.32
87492,0.36
87493,0.06
87494,0.25
87495,0.27
87496,0.2
87497,0.12
87498,-0.02
87499,0.15
87500,0.01
87501,-0.07
87502,0.11
87503,0.02
87504,-0.17
87505,-0.25
87506,-0.11
87507,-0.12
87508,-0.28
87509,0.01
87510,0.08
87511,0.01
87512,0.12
87513,0.19
87514,0.67
87515,0.72
87516,0.38
87517,-0.11
87518,-0.25
87519,0.02
87520,-0.07
87521,0.05
87522,0.02
87523,-0.2
87524,-0.21
87525,-0.09
87526,-0.03
87527,-0.05
87528,0.06
87529,0.13
87530,-0.09
87531,-0.2
87532,-0.1
87533,-0.29
87534,-0.28
87535,-0.12
87536,0.01
87537,0.07
87538,-0.11
87539,-0.16
87540,0.03
87541,-0.12
87542,-0.16
87543,0.13
87544,0.04
87545,-0.11
87546,0.06
87547,0.1
87548,-0.08
87549,0.0
87550,0.14
87551,0.13
87552,0.24
87553,0.27
87554,0.24
87555,0.05
87556,0.07
87557,0.35
87558,-0.05
87559,-0.42
87560,-0.23
87561,-0.16
87562,-0.09
87563,0.11
87564,0.58
87565,0.66
87566,0.28
87567,0.01
87568,-0.22
87569,-0.09
87570,-0.1
87571,0.05
87572,0.08
87573,0.25
87574,0.49
87575,0.36
87576,-0.04
87577,-0.11
87578,0.25
87579,0.17
87580,0.0
87581,-0.11
87582,0.01
87583,0.27
87584,0.02
87585,0.02
87586,0.09
87587,-0.15
87588,0.02
87589,-0.17
87590,-0.09
87591,0.12
87592,-0.31
87593,-0.37
87594,-0.12
87595,-0.1
87596,-0.02
87597,0.06
87598,0.11
87599,0.18
87600,0.06
87601,-0.03
87602,-0.08
87603,-0.1
87604,-0.27
87605,-0.2
87606,-0.03
87607,-0.13
87608,-0.3
87609,-0.2
87610,0.15
87611,0.3
87612,0.16
87613,0.24
87614,0.35
87615,-0.03
87616,-0.89
87617,-0.6
87618,0.04
87619,-0.22
87620,-0.05
87621,0.21
87622,-0.05
87623,-0.37
87624,-0.16
87625,-0.0
87626,-1.53
87627,-1.05
87628,0.12
87629,-0.43
87630,-0.32
87631,-0.34
87632,0.29
87633,0.56
87634,0.36
87635,0.01
87636,0.13
87637,0.15
87638,-0.15
87639,-0.27
87640,-0.58
87641,-0.37
87642,-0.87
87643,-0.64
87644,0.11
87645,-0.19
87646,0.26
87647,0.49
87648,0.33
87649,-0.0
87650,-0.52
87651,0.12
87652,0.41
87653,0.16
87654,-0.0
87655,-0.15
87656,-0.31
87657,-0.01
87658,0.87
87659,0.71
87660,-0.06
87661,-0.31
87662,0.03
87663,0.2
87664,-0.29
87665,-0.24
87666,-0.19
87667,-0.39
87668,-0.1
87669,0.16
87670,0.13
87671,0.23
87672,0.41
87673,0.02
87674,0.07
87675,0.22
87676,-0.14
87677,-0.31
87678,-0.23
87679,-0.5
87680,-0.42
87681,-0.3
87682,-0.16
87683,0.48
87684,-0.08
87685,-0.01
87686,0.47
87687,0.23
87688,0.16
87689,0.06
87690,0.19
87691,-0.1
87692,-0.16
87693,0.04
87694,-0.07
87695,-0.29
87696,-0.14
87697,-0.17
87698,-0.01
87699,0.38
87700,0.07
87701,0.03
87702,0.16
87703,0.01
87704,-0.31
87705,-0.31
87706,-0.0
87707,-0.23
87708,-0.34
87709,-0.1
87710,0.25
87711,0.13
87712,-0.36
87713,-0.43
87714,-0.38
87715,-0.56
87716,-0.03
87717,0.66
87718,0.58
87719,0.1
87720,-0.11
87721,-0.26
87722,-0.42
87723,0.17
87724,0.36
87725,-0.12
87726,0.0
87727,0.27
87728,0.19
87729,0.5
87730,0.31
87731,0.13
87732,0.23
87733,0.25
87734,-0.02
87735,-0.2
87736,-0.17
87737,-0.12
87738,-0.03
87739,-0.31
87740,-0.48
87741,-0.52
87742,-0.32
87743,0.07
87744,-0.24
87745,-0.32
87746,0.4
87747,0.06
87748,-0.34
87749,-0.31
87750,-0.42
87751,-0.48
87752,-0.12
87753,-0.08
87754,-0.32
87755,0.6
87756,0.83
87757,0.48
87758,0.43
87759,-0.01
87760,0.05
87761,0.11
87762,-0.08
87763,0.49
87764,0.32
87765,-0.09
87766,0.35
87767,0.53
87768,0.02
87769,-0.11
87770,-0.15
87771,-0.38
87772,-0.19
87773,-0.21
87774,-0.25
87775,0.04
87776,0.62
87777,0.68
87778,0.39
87779,-0.1
87780,-0.39
87781,-0.01
87782,0.13
87783,-0.03
87784,-0.03
87785,0.1
87786,0.17
87787,0.53
87788,0.34
87789,0.02
87790,0.11
87791,-0.0
87792,0.36
87793,0.52
87794,-0.18
87795,-0.39
87796,-0.19
87797,0.06
87798,0.15
87799,0.15
87800,-0.07
87801,-0.44
87802,-0.33
87803,-0.03
87804,0.07
87805,-0.0
87806,-0.15
87807,-0.24
87808,-0.05
87809,-0.07
87810,-0.13
87811,0.16
87812,0.12
87813,-0.48
87814,-0.31
87815,0.2
87816,0.15
87817,0.01
87818,0.02
87819,0.03
87820,-0.16
87821,-0.11
87822,0.19
87823,0.24
87824,0.2
87825,0.08
87826,0.08
87827,0.22
87828,0.16
87829,-0.09
87830,-0.17
87831,-0.35
87832,-0.1
87833,0.08
87834,-0.08
87835,-0.0
87836,-0.18
87837,0.05
87838,0.12
87839,-0.03
87840,0.06
87841,0.08
87842,0.28
87843,0.13
87844,-0.22
87845,-0.41
87846,-0.26
87847,-0.18
87848,-0.36
87849,-0.07
87850,-0.05
87851,-0.07
87852,0.16
87853,0.32
87854,0.32
87855,0.18
87856,0.1
87857,-0.12
87858,0.12
87859,0.46
87860,0.43
87861,0.14
87862,0.07
87863,0.01
87864,-0.3
87865,-0.17
87866,0.12
87867,0.16
87868,0.01
87869,0.08
87870,0.01
87871,-0.11
87872,0.06
87873,0.11
87874,0.12
87875,0.01
87876,-0.3
87877,-0.21
87878,0.0
87879,-0.04
87880,-0.12
87881,-0.08
87882,0.09
87883,0.02
87884,-0.32
87885,-0.13
87886,0.08
87887,-0.02
87888,0.08
87889,0.21
87890,0.1
87891,-0.01
87892,0.21
87893,0.14
87894,0.07
87895,0.08
87896,-0.05
87897,-0.09
87898,-0.05
87899,-0.06
87900,-0.1
87901,0.09
87902,0.02
87903,-0.04
87904,0.02
87905,0.01
87906,0.18
87907,0.18
87908,0.12
87909,0.22
87910,0.23
87911,-0.08
87912,-0.17
87913,-0.08
87914,-0.01
87915,0.01
87916,-0.23
87917,-0.25
87918,-0.23
87919,-0.19
87920,0.16
87921,0.07
87922,-0.34
87923,-0.21
87924,-0.08
87925,-0.05
87926,0.26
87927,0.15
87928,-0.19
87929,-0.34
87930,-0.18
87931,-0.02
87932,-0.07
87933,-0.01
87934,0.09
87935,0.19
87936,0.25
87937,0.03
87938,-0.04
87939,0.13
87940,-0.04
87941,0.06
87942,0.31
87943,0.26
87944,0.12
87945,0.11
87946,0.12
87947,0.1
87948,0.08
87949,-0.13
87950,-0.12
87951,-0.19
87952,-0.17
87953,0.19
87954,0.16
87955,-0.05
87956,-0.32
87957,-0.18
87958,0.08
87959,0.05
87960,0.11
87961,-0.08
87962,-0.22
87963,-0.1
87964,-0.14
87965,-0.08
87966,0.01
87967,-0.16
87968,-0.15
87969,-0.04
87970,0.01
87971,0.04
87972,0.06
87973,0.15
87974,-0.11
87975,-0.16
87976,-0.08
87977,-0.22
87978,-0.1
87979,-0.12
87980,-0.22
87981,0.29
87982,0.24
87983,-0.37
87984,-0.22
87985,-0.04
87986,0.09
87987,0.05
87988,0.08
87989,0.12
87990,0.06
87991,0.16
87992,0.0
87993,-0.07
87994,-0.01
87995,0.03
87996,-0.0
87997,-0.17
87998,-0.14
87999,-0.07
88000,0.02
88001,-0.28
88002,-0.61
88003,-0.2
88004,0.12
88005,0.02
88006,-0.28
88007,-0.39
88008,-0.09
88009,-0.06
88010,-0.25
88011,0.19
88012,0.37
88013,-0.11
88014,-0.01
88015,0.01
88016,0.27
88017,0.09
88018,-0.15
88019,0.06
88020,-0.23
88021,0.09
88022,-0.1
88023,-0.18
88024,0.13
88025,-0.18
88026,-0.14
88027,-0.02
88028,0.14
88029,0.19
88030,-0.08
88031,-0.82
88032,-0.64
88033,-0.08
88034,-0.43
88035,-0.06
88036,0.62
88037,0.49
88038,-0.03
88039,0.09
88040,0.23
88041,0.2
88042,0.03
88043,-0.05
88044,-0.31
88045,-0.29
88046,0.37
88047,0.47
88048,-0.01
88049,0.17
88050,0.3
88051,-0.14
88052,-0.27
88053,0.05
88054,0.32
88055,0.41
88056,0.48
88057,0.29
88058,-0.13
88059,-0.18
88060,-0.09
88061,-0.36
88062,-0.34
88063,-0.34
88064,-0.39
88065,0.21
88066,0.35
88067,0.59
88068,0.38
88069,-0.34
88070,0.22
88071,0.57
88072,0.47
88073,0.33
88074,0.56
88075,0.3
88076,0.2
88077,0.27
88078,-0.33
88079,-0.31
88080,0.11
88081,-0.14
88082,-0.24
88083,-0.16
88084,0.2
88085,0.47
88086,-0.01
88087,0.32
88088,0.28
88089,0.23
88090,0.6
88091,-2.28
88092,-2.09
88093,0.44
88094,0.16
88095,0.14
88096,-0.08
88097,-0.16
88098,-0.12
88099,-0.13
88100,-0.22
88101,0.02
88102,0.26
88103,0.02
88104,-0.07
88105,0.19
88106,-0.06
88107,-0.18
88108,-0.06
88109,-0.12
88110,-0.27
88111,-0.29
88112,-0.05
88113,0.07
88114,0.12
88115,-0.24
88116,-0.17
88117,0.11
88118,-0.22
88119,-0.07
88120,0.24
88121,-0.12
88122,-0.49
88123,-0.27
88124,0.03
88125,0.14
88126,0.43
88127,-0.13
88128,-0.2
88129,0.35
88130,0.22
88131,0.13
88132,0.14
88133,-0.27
88134,-0.55
88135,-0.22
88136,0.32
88137,0.08
88138,-0.32
88139,0.18
88140,0.39
88141,0.34
88142,0.09
88143,0.12
88144,0.0
88145,-0.08
88146,0.06
88147,-0.02
88148,0.42
88149,0.24
88150,-0.04
88151,0.04
88152,0.09
88153,-0.0
88154,-0.32
88155,-0.29
88156,-0.45
88157,-0.42
88158,-0.29
88159,-0.04
88160,0.12
88161,-0.22
88162,-0.18
88163,-0.07
88164,-0.18
88165,-0.1
88166,0.1
88167,-0.11
88168,-0.51
88169,-0.23
88170,-0.13
88171,-0.31
88172,-0.11
88173,0.23
88174,0.28
88175,0.4
88176,-0.09
88177,-0.61
88178,-0.01
88179,-0.05
88180,-0.25
88181,0.01
88182,0.14
88183,0.07
88184,0.02
88185,0.22
88186,0.57
88187,0.12
88188,-0.31
88189,0.13
88190,0.09
88191,0.02
88192,0.08
88193,-0.04
88194,0.01
88195,0.07
88196,-0.1
88197,-0.08
88198,-0.07
88199,-0.39
88200,-0.29
88201,-0.03
88202,-0.18
88203,-0.16
88204,0.13
88205,0.48
88206,0.52
88207,0.69
88208,0.66
88209,0.06
88210,-0.13
88211,-0.26
88212,-0.37
88213,-0.15
88214,-0.2
88215,-0.22
88216,-0.08
88217,-0.25
88218,-0.41
88219,-0.34
88220,-0.17
88221,-0.2
88222,0.06
88223,0.31
88224,0.39
88225,-0.14
88226,-0.09
88227,0.67
88228,0.12
88229,-0.14
88230,-0.1
88231,-0.24
88232,0.08
88233,0.22
88234,0.06
88235,0.16
88236,0.16
88237,0.08
88238,0.24
88239,0.31
88240,0.28
88241,0.25
88242,0.39
88243,-0.06
88244,-0.69
88245,0.33
88246,0.51
88247,-0.28
88248,-0.06
88249,-0.16
88250,-0.2
88251,0.02
88252,-0.07
88253,0.05
88254,0.16
88255,-0.3
88256,-0.24
88257,0.09
88258,0.31
88259,0.21
88260,-0.13
88261,0.13
88262,0.13
88263,0.08
88264,0.09
88265,0.03
88266,0.23
88267,0.11
88268,-0.12
88269,-0.22
88270,-0.05
88271,0.05
88272,0.03
88273,0.32
88274,0.71
88275,0.42
88276,0.58
88277,0.39
88278,-0.09
88279,0.08
88280,-0.02
88281,-0.19
88282,-0.21
88283,0.01
88284,-0.08
88285,0.12
88286,-0.1
88287,-0.39
88288,-0.12
88289,0.19
88290,0.0
88291,-0.06
88292,0.45
88293,0.13
88294,0.06
88295,0.09
88296,-0.08
88297,0.24
88298,-0.11
88299,-0.46
88300,-0.0
88301,0.41
88302,0.37
88303,-0.05
88304,-0.15
88305,-0.07
88306,0.29
88307,0.69
88308,0.09
88309,-0.22
88310,-0.11
88311,-0.1
88312,0.06
88313,-0.11
88314,-0.07
88315,0.15
88316,0.24
88317,0.13
88318,-0.12
88319,0.1
88320,0.09
88321,-0.13
88322,-0.16
88323,0.04
88324,-0.1
88325,-0.17
88326,-0.03
88327,0.2
88328,0.25
88329,0.09
88330,0.08
88331,0.63
88332,0.65
88333,0.47
88334,0.77
88335,0.57
88336,0.02
88337,-0.21
88338,-0.01
88339,-0.13
88340,-0.17
88341,-0.41
88342,-0.61
88343,-0.01
88344,0.34
88345,0.28
88346,-0.08
88347,-0.31
88348,-0.21
88349,-0.47
88350,0.08
88351,0.12
88352,-0.14
88353,-0.09
88354,-0.26
88355,-0.19
88356,0.22
88357,0.33
88358,0.04
88359,0.16
88360,0.03
88361,0.06
88362,0.32
88363,0.38
88364,0.18
88365,-0.22
88366,0.07
88367,0.32
88368,0.25
88369,0.15
88370,-0.22
88371,-0.31
88372,-0.3
88373,-0.28
88374,-0.22
88375,-0.1
88376,0.34
88377,0.47
88378,0.21
88379,0.13
88380,-0.09
88381,-0.13
88382,0.01
88383,-0.05
88384,-0.16
88385,0.14
88386,0.2
88387,0.01
88388,-0.06
88389,-0.36
88390,-0.22
88391,-0.03
88392,0.12
88393,0.33
88394,0.3
88395,0.18
88396,0.22
88397,0.17
88398,0.02
88399,-0.08
88400,-0.41
88401,-0.26
88402,0.09
88403,0.12
88404,0.04
88405,-0.0
88406,-0.21
88407,-0.15
88408,0.05
88409,0.13
88410,0.3
88411,-0.17
88412,-0.19
88413,0.11
88414,-0.11
88415,-0.15
88416,-0.1
88417,0.1
88418,0.03
88419,-0.08
88420,0.01
88421,-0.04
88422,-0.06
88423,0.0
88424,0.18
88425,0.26
88426,0.14
88427,-0.06
88428,0.01
88429,0.11
88430,0.27
88431,0.19
88432,-0.02
88433,-0.06
88434,-0.24
88435,-0.12
88436,-0.11
88437,-0.18
88438,0.26
88439,0.58
88440,0.45
88441,0.37
88442,0.28
88443,0.09
88444,-0.09
88445,-0.09
88446,0.14
88447,0.26
88448,-0.01
88449,-0.03
88450,0.03
88451,0.17
88452,0.31
88453,-0.03
88454,-0.21
88455,0.01
88456,0.26
88457,0.2
88458,0.1
88459,0.13
88460,0.02
88461,-0.09
88462,0.08
88463,0.22
88464,0.11
88465,0.04
88466,0.0
88467,-0.3
88468,-0.49
88469,-0.2
88470,-0.0
88471,-0.32
88472,-0.24
88473,0.27
88474,0.48
88475,0.1
88476,-0.2
88477,-0.34
88478,-0.53
88479,-0.25
88480,-0.1
88481,0.3
88482,0.11
88483,-0.2
88484,0.12
88485,-0.01
88486,-0.21
88487,-0.27
88488,0.14
88489,0.17
88490,-0.25
88491,-0.29
88492,-0.15
88493,-0.07
88494,-0.23
88495,-0.32
88496,0.18
88497,0.63
88498,0.18
88499,-0.1
88500,0.17
88501,0.35
88502,0.29
88503,0.15
88504,0.11
88505,0.02
88506,-0.25
88507,-0.27
88508,0.03
88509,0.09
88510,-0.34
88511,-0.03
88512,0.19
88513,0.19
88514,0.39
88515,0.02
88516,-0.07
88517,0.2
88518,0.17
88519,-0.24
88520,-0.04
88521,-0.0
88522,-0.19
88523,-0.27
88524,-0.39
88525,-0.19
88526,-0.15
88527,-0.33
88528,-0.4
88529,-0.32
88530,-0.27
88531,0.15
88532,-0.14
88533,-0.54
88534,0.06
88535,0.08
88536,-0.09
88537,0.12
88538,-0.07
88539,0.2
88540,0.56
88541,-0.17
88542,-0.05
88543,0.03
88544,-0.27
88545,0.15
88546,0.19
88547,0.23
88548,0.32
88549,-0.04
88550,-0.0
88551,-0.11
88552,-0.13
88553,0.31
88554,0.02
88555,-0.2
88556,0.07
88557,0.07
88558,-0.15
88559,-0.15
88560,-0.23
88561,0.01
88562,0.35
88563,0.13
88564,-0.17
88565,-0.14
88566,-0.02
88567,0.15
88568,0.03
88569,-0.34
88570,-0.26
88571,0.33
88572,0.54
88573,0.07
88574,0.0
88575,0.12
88576,0.36
88577,0.14
88578,-0.24
88579,-0.12
88580,-0.13
88581,-0.0
88582,-0.56
88583,-1.42
88584,-1.01
88585,-0.17
88586,0.1
88587,0.27
88588,-0.18
88589,-0.57
88590,0.05
88591,0.12
88592,0.11
88593,0.51
88594,0.51
88595,0.43
88596,-0.19
88597,-0.53
88598,-0.12
88599,-0.17
88600,-0.39
88601,0.14
88602,0.53
88603,-0.08
88604,-0.53
88605,0.06
88606,0.01
88607,-0.09
88608,0.12
88609,0.08
88610,0.3
88611,0.05
88612,0.11
88613,0.17
88614,0.16
88615,0.24
88616,0.18
88617,0.29
88618,0.22
88619,0.39
88620,0.06
88621,-0.6
88622,-0.44
88623,0.01
88624,-0.12
88625,-0.23
88626,0.21
88627,0.34
88628,-0.06
88629,-0.2
88630,0.14
88631,0.18
88632,-0.33
88633,-0.21
88634,0.25
88635,-0.05
88636,-0.01
88637,-0.07
88638,-0.36
88639,-0.45
88640,-0.11
88641,0.06
88642,0.08
88643,0.05
88644,-0.42
88645,-0.5
88646,0.08
88647,0.12
88648,0.15
88649,0.53
88650,-0.07
88651,-0.0
88652,0.46
88653,0.21
88654,0.16
88655,0.02
88656,-0.16
88657,-0.06
88658,-0.25
88659,-0.48
88660,-0.26
88661,0.37
88662,0.51
88663,0.22
88664,0.04
88665,-0.08
88666,-0.07
88667,0.08
88668,0.46
88669,0.27
88670,-0.03
88671,0.02
88672,-0.13
88673,-0.06
88674,-0.04
88675,-0.04
88676,0.21
88677,0.28
88678,-0.27
88679,-0.16
88680,0.32
88681,0.21
88682,0.22
88683,-0.15
88684,-0.36
88685,-0.1
88686,-0.05
88687,0.17
88688,0.08
88689,-0.05
88690,-0.11
88691,-0.15
88692,-0.1
88693,-0.28
88694,-0.11
88695,0.52
88696,0.61
88697,-0.01
88698,0.04
88699,0.32
88700,0.32
88701,-0.04
88702,-0.06
88703,-0.09
88704,-0.08
88705,0.31
88706,0.42
88707,0.44
88708,0.47
88709,0.08
88710,-0.22
88711,-0.23
88712,-0.13
88713,-0.0
88714,-0.18
88715,0.04
88716,-0.08
88717,-0.18
88718,0.3
88719,0.19
88720,-0.12
88721,0.02
88722,0.31
88723,0.29
88724,-0.09
88725,-0.29
88726,0.05
88727,-0.08
88728,-0.18
88729,0.13
88730,0.1
88731,-0.25
88732,-0.1
88733,-0.01
88734,-0.58
88735,-0.32
88736,0.04
88737,-0.01
88738,0.11
88739,-0.05
88740,0.02
88741,0.29
88742,0.23
88743,0.16
88744,0.11
88745,0.04
88746,-0.04
88747,0.07
88748,0.17
88749,-0.04
88750,-0.13
88751,-0.08
88752,-0.17
88753,-0.23
88754,-0.2
88755,-0.12
88756,0.11
88757,0.11
88758,0.06
88759,0.1
88760,-0.22
88761,-0.34
88762,0.04
88763,0.21
88764,0.12
88765,0.16
88766,0.22
88767,0.4
88768,0.52
88769,0.16
88770,0.02
88771,0.15
88772,-0.1
88773,-0.13
88774,-0.11
88775,-0.26
88776,-0.05
88777,0.15
88778,0.14
88779,-0.19
88780,-0.19
88781,0.21
88782,0.29
88783,0.21
88784,-0.01
88785,-0.28
88786,-0.09
88787,0.25
88788,0.42
88789,0.41
88790,0.31
88791,0.1
88792,-0.27
88793,0.07
88794,0.5
88795,0.09
88796,-0.29
88797,-0.3
88798,-0.26
88799,0.03
88800,-0.21
88801,-0.3
88802,-0.05
88803,-0.15
88804,-0.03
88805,-0.01
88806,-0.01
88807,-0.05
88808,-0.05
88809,0.02
88810,0.01
88811,-2.14
88812,-1.91
88813,0.02
88814,-0.01
88815,0.29
88816,-0.03
88817,-0.12
88818,-0.15
88819,-0.23
88820,-0.13
88821,-0.03
88822,0.15
88823,0.18
88824,-0.18
88825,-0.52
88826,-0.1
88827,0.32
88828,0.47
88829,0.38
88830,0.13
88831,0.11
88832,0.04
88833,0.17
88834,0.23
88835,0.15
88836,0.12
88837,0.42
88838,0.35
88839,-0.14
88840,-0.0
88841,0.31
88842,0.23
88843,0.19
88844,-0.11
88845,-0.3
88846,-0.0
88847,0.07
88848,0.14
88849,0.07
88850,-0.03
88851,-0.13
88852,-0.12
88853,0.27
88854,0.91
88855,0.51
88856,-0.28
88857,-0.37
88858,-0.21
88859,-0.03
88860,-0.16
88861,-0.22
88862,-0.05
88863,0.32
88864,0.08
88865,-0.09
88866,-0.03
88867,-0.07
88868,0.1
88869,0.15
88870,-0.08
88871,-3.06
88872,-2.78
88873,0.16
88874,0.2
88875,-0.14
88876,-0.06
88877,0.47
88878,0.15
88879,-0.17
88880,0.08
88881,0.11
88882,-0.08
88883,0.01
88884,0.01
88885,-0.01
88886,0.09
88887,-0.05
88888,-0.35
88889,-0.4
88890,-0.3
88891,-0.2
88892,0.14
88893,0.28
88894,0.02
88895,0.14
88896,0.24
88897,0.17
88898,0.08
88899,-0.15
88900,-0.27
88901,-0.15
88902,-0.07
88903,0.1
88904,0.3
88905,-0.03
88906,-0.1
88907,0.19
88908,0.1
88909,-0.04
88910,-0.15
88911,-0.22
88912,0.06
88913,0.24
88914,-0.0
88915,0.02
88916,0.22
88917,0.45
88918,0.33
88919,0.25
88920,0.43
88921,0.02
88922,0.04
88923,0.06
88924,-0.14
88925,0.05
88926,0.31
88927,-0.04
88928,-0.23
88929,-0.11
88930,-0.13
88931,0.47
88932,0.4
88933,-0.17
88934,0.05
88935,0.09
88936,-0.19
88937,-0.05
88938,0.17
88939,0.1
88940,0.26
88941,0.12
88942,-0.12
88943,0.04
88944,-0.06
88945,-0.16
88946,0.01
88947,0.08
88948,0.09
88949,0.16
88950,0.2
88951,0.03
88952,-0.22
88953,-0.12
88954,-0.12
88955,-0.15
88956,0.0
